Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1668,493.2857143,3.954,3.528,3374.328,4256.33,8216.33,634
1668,492,3.953,3.529,3356.36,4256.36,8252.36,633
1632,476,3.945,3.544,3161.952,4040.35,7964.35,630
1632,478,3.947,3.537,3224.352,4112.35,8072.35,629
1632,474.9741667,3.947,3.536,3230.385,4112.38,8108.38,628
1632,475.2857143,3.947,3.537,3224.32,4112.32,8144.32,627
1620,474,3.947,3.537,3218.352,4112.35,8108.35,626
1620,474,3.947,3.536,3212.351,4076.35,8108.35,625
1620,472.7142857,3.947,3.537,3206.387,4076.39,8144.39,624
1620,472,3.946,3.538,3200.486333,4076.48,8108.48,623
1620,471,3.945,3.538,3188.352,4076.35,8108.35,622
1608,470,3.944,3.538,3182.39,4076.39,8072.39,621
1608,467.5714286,3.945,3.539,3170.352,4040.35,8108.35,620
1608,466,3.945,3.539,3164.351,4040.35,8108.35,619
1608,466,3.945,3.54,3158.352,4040.35,8108.35,618
1608,466.2857143,3.945,3.539,3154.775,4040.38,8072.38,617
1608,465,3.944,3.54,3146.375,4040.38,8072.38,616
1608,465,3.944,3.54,3140.36,4004.36,8072.36,615
1596,463.7142857,3.944,3.54,3134.313,4004.31,8144.31,614
1596,462.4285714,3.943,3.54,3128.328,4004.33,8036.33,613
1596,464.1428571,3.942,3.541,3118.618,4004.22,8072.22,612
1596,461.1428571,3.942,3.542,3116.359,4004.36,8036.36,611
1596,462,3.942,3.541,3110.313,4004.31,8108.34,610
1596,462.8571429,3.942,3.541,3104.313,3968.31,8072.31,609
1579.19,457.2035,3.941,3.845,2961,3899.01,8379.01,608
1632,465.8571429,3.933,3.52,3941.352,4976.35,10016.35,606
1632,471.8571429,3.939,3.555,3248.353,4112.35,8324.35,605
1644,475.7142857,3.941,3.552,3278.321,4148.32,8252.32,604
1644,474,3.941,3.551,3290.32,4148.32,8216.32,603
1644,475.2937143,3.942,3.55,3284.352,4148.35,8180.35,602
1644,475,3.942,3.55,3278.254,4148.25,8180.25,601
1632,475.2857143,3.941,3.549,3278.351,5118.16,8106.39,600
1632,475,3.942,3.549,3266.227,4148.23,8180.23,599
1632,475,3.941,3.548,3260.351,4112.35,8180.35,598
1632,475,3.942,3.548,3254.351,4112.35,8180.35,597
1632,475,3.942,3.548,3242.351,4112.35,8216.35,596
1620,472.2857143,3.942,3.548,3230.352,4112.35,8216.35,595
1620,472,3.943,3.548,3224.391,4076.39,8216.39,594
1620,472.2857143,3.943,3.548,3212.344,4076.34,8180.34,593
1620,469.2857143,3.943,3.548,3206.328,4076.33,8199.88,592
1620,468,3.943,3.549,3194.328,4076.33,8216.33,591
1608,465,3.943,3.549,3182.359,4040.36,8180.36,590
1680,517,3.937,3.549,3190.728,4040.33,8144.33,589
1677.44,516,3.935,3.519,3356.359,4220.36,8432.36,588
1668,512,3.934,3.521,3332.343,4220.34,8441.11,587
1668,511,3.934,3.522,3320.344,4184.34,8396.34,586
1656,510,3.933,3.523,3313.128,4184.33,8396.33,585
1656,507,3.933,3.524,3302.359,4184.36,8360.36,584
1641.62,506.375,3.926,3.828,3143,4088,8603,583
1656,504,3.923,3.829,3089.944,4004.34,8540.34,582
1656,508,3.929,3.531,3266.344,4148.34,8468.34,581
1656,507,3.932,3.527,3291.512,4184.31,8396.31,580
1656,510,3.933,3.527,3298.713,4184.31,8432.31,579
1656,507,3.933,3.525,3296.312,4184.31,8432.31,578
1656,506.8571429,3.933,3.525,3290.375,4184.38,8396.38,577
1656,504,3.933,3.525,3284.344,4148.34,8396.34,576
1656,505,3.932,3.526,3272.312,4148.31,8396.31,575
1644,504,3.931,3.526,3266.375,4148.38,8396.38,574
1644,501,3.931,3.526,3260.313,4148.31,8360.31,573
1644,502,3.931,3.527,3248.344,4112.34,8360.34,572
1644,501.4285714,3.931,3.527,3242.313,4112.31,8396.31,571
1644,499,3.931,3.527,3236.312,4112.31,8324.31,570
1644,498,3.93,3.527,3230.281,4112.28,8360.28,569
1632,500,3.93,3.528,3224.312,4112.31,8360.31,568
1632,498,3.929,3.529,3218.344,4076.38,8324.34,567
1632,496,3.928,3.528,3212.25,4076.25,8324.25,566
1632,496.7142857,3.928,3.529,3206.375,4076.38,8324.38,565
1632,494,3.928,3.529,3200.375,4076.38,8288.38,564
1620,493,3.927,3.53,3194.343,4076.34,8324.34,563
1620,492,3.927,3.53,3188.375,4076.38,8288.38,562
1620,490,3.926,3.531,3182.344,4040.34,8288.34,561
1620,488.5714286,3.926,3.531,3176.344,4040.34,8318.56,560
1603.19,492,3.921,3.837,2996,3948,8575,559
1620,489,3.919,3.839,2966.375,3896.38,8468.38,558
1620,488.1428571,3.915,3.538,3146.313,8946.81,9452.81,557
1620,490.2857143,3.923,3.538,3146.313,4004.31,8252.31,556
1620,488,3.925,3.535,3170.312,4040.31,8288.31,555
1619.94,489.9475,3.925,3.535,3164.313,4040.31,8324.31,554
1608,486.2857143,3.925,3.535,3158.313,4040.31,8324.31,553
1608,487.2857143,3.924,3.535,3152.312,4004.31,8288.31,552
1608,486,3.925,3.535,3152.375,4004.38,8288.38,551
1608,483,3.925,3.535,3140.375,4004.37,8288.37,550
1608,486,3.926,3.536,3134.313,4004.31,8288.31,549
1608,486,3.926,3.535,3134.312,4004.31,8324.31,548
1608,483,3.925,3.535,3128.313,4004.31,8288.31,547
1608,482,3.925,3.535,3122.375,4004.38,8288.38,546
1608,483.4285714,3.924,3.536,3111.575,4004.38,8324.38,545
1596,482.1428571,3.924,3.537,3110.312,3968.31,8288.31,544
1596,482.1428571,3.924,3.536,3104.375,3968.38,8288.38,543
1596,480,3.923,3.536,3098.313,3968.31,8311.62,542
1596,480,3.924,3.536,3097.112,3968.31,8288.31,541
1596,477.8571429,3.924,3.538,3092.313,3968.31,8288.31,540
1599.75,479.5714286,3.923,3.537,3086.375,3968.38,8252.38,539
1596,478,3.922,3.537,3082.713,3968.31,8288.06,538
1584,477,3.922,3.537,3075.513,3932.31,8252.31,537
1584,474.4285714,3.921,3.539,3068.25,3932.25,8252.25,536
1574.44,477.625,3.917,3.846,2891,3836,8484,535
1584,478,3.915,3.847,2873.913,3788.31,8396.31,534
1584,475,3.916,3.543,3061.175,3932.38,8324.38,533
1584,477.4285714,3.919,3.544,3056.25,3932.25,8252.25,532
1584,478.7142857,3.921,3.541,3074.313,3932.31,8288.31,531
1584,476,3.92,3.54,3080.312,3932.31,8288.31,530
1584,475,3.92,3.541,3068.312,3932.31,8288.31,529
1584,473.1428571,3.92,3.541,3061.113,3932.31,8288.31,528
1584,474,3.919,3.542,3050.375,3932.38,8252.38,527
1584,473,3.919,3.54,3053.912,3932.31,8252.31,526
1572,472,3.919,3.542,3044.313,3896.31,8216.31,525
1572,470.5714286,3.919,3.542,3032.312,3896.31,8288.31,524
1572,472,3.919,3.542,3032.313,3896.31,8252.31,523
1572,469.2857143,3.918,3.542,3032.375,3896.38,8252.38,522
1572,469.2857143,3.918,3.542,3026.375,3896.38,8252.38,521
1572,468,3.919,3.542,3020.313,3896.31,8252.31,520
1572,468,3.919,3.544,3014.312,3896.31,8252.31,519
1572,466.7142857,3.918,3.544,3010.775,3860.38,8216.38,518
1560,467,3.918,3.544,3002.437,3860.44,8216.44,517
1560,465.4285714,3.917,3.545,2996.313,3860.31,8216.31,516
1560,464.1428571,3.917,3.546,2990.25,3860.25,8180.25,515
1565.38,465.8571429,3.917,3.545,2984.375,3860.38,8216.38,514
1560,464,3.916,3.546,2978.375,3824.38,8216.38,513
1548,460.7142857,3.914,3.546,2966.375,3824.38,8180.38,512
1540.75,468,3.91,3.745,2786.375,3717,8491.38,511
1572,466.7142857,3.898,3.575,3557.952,4652.35,10520.35,509
1584,470.1428571,3.909,3.566,3026.288,3896.29,8468.29,508
1584,472,3.912,3.562,3074.352,3932.35,8360.35,507
1596,474,3.914,3.561,3092.256,3932.26,8360.26,506
1596,472,3.914,3.559,3097.152,3932.35,8324.35,505
1596,474.4285714,3.915,3.558,3092.383,3932.38,8360.38,504
1584,474.4285714,3.914,3.558,3089.952,3932.36,8324.36,503
1584,471.4285714,3.915,3.557,3086.32,3932.32,8324.32,502
1584,471.4285714,3.915,3.557,3075.582,3932.38,8288.38,501
1584,470.1428571,3.914,3.557,3068.321,3932.32,8322.52,500
1584,468.8571429,3.914,3.557,3056.383,3896.38,8324.38,499
1572,467,3.914,3.557,3044.391,3896.42,8288.39,498
1572,467.5714286,3.914,3.557,3032.352,3896.35,8288.35,497
1572,466,3.913,3.557,3026.359,3896.36,8294.72,496
1572,466.2857143,3.914,3.557,3017.944,3860.34,8288.34,495
1572,465,3.913,3.558,3010.712,3860.31,8252.31,494
1560,464,3.913,3.558,3002.312,3860.31,8252.31,493
1560,462,3.913,3.558,2996.453,3860.45,8305.95,492
1565.83,460.7142857,3.912,3.557,2990.265,3860.27,8288.27,491
1562.89,462.4285714,3.913,3.558,2981.991,3824.39,8252.39,490
1560,461.1428571,3.912,3.559,2972.344,3824.34,8288.34,489
1548,459,3.912,3.558,2960.282,3824.28,8288.28,488
1548,456.8571429,3.911,3.558,2954.25,3824.25,8252.25,487
1528.81,462.016,3.9,3.857,2758.016,3696,8568,486
1536,454.7142857,3.899,3.859,2708.375,3608.38,8432.38,485
1548,457.7142857,3.907,3.565,2912.344,3752.34,8288.34,484
1548,458.5714286,3.91,3.562,2945.975,3788.38,8288.38,483
1548,458,3.91,3.56,2954.312,3788.31,8301.75,482
1548,458.5714286,3.91,3.559,2948.344,3788.34,8252.34,481
1548,457.2857143,3.91,3.559,2942.219,3788.22,8252.22,480
1548,456,3.909,3.559,2936.344,3788.34,8288.34,479
1536,454.7142857,3.909,3.561,2924.312,3788.31,8216.31,478
1536,453.4285714,3.908,3.56,2918.468,3752.47,8216.47,477
1536,453,3.908,3.561,2906.406,3752.41,8216.41,476
1536,450.8881429,3.908,3.561,2900.343,3752.34,8216.34,475
1524,449.6,3.907,3.563,2888.375,3752.38,8252.38,474
1524,449.5714286,3.907,3.562,2882.375,3716.38,8180.38,473
1524,448.2857143,3.907,3.562,2876.343,3716.34,8216.34,472
1524.03,448.2857143,3.907,3.563,2866.744,3716.34,8180.34,471
1524,447,3.907,3.564,2858.344,3716.34,8180.34,470
1512,445.7142857,3.906,3.563,2852.344,3716.31,8180.31,469
1512,445.0285714,3.906,3.563,2840.344,3680.34,8180.34,468
1512,444.4197143,3.906,3.564,2834.312,3680.31,8180.31,467
1512,444.3428571,3.906,3.564,2828.219,3680.22,8216.22,466
1512,443.1428571,3.905,3.565,2822.25,3680.25,8216.25,465
1512,442.8,3.905,3.565,2816.343,3680.34,8144.34,464
1500,441.8571429,3.905,3.567,2809.019,3644.22,8180.22,463
6179.78,440.1428571,4.074,4.191,-20.33600001,224.38,4652.38,461
1500.03,437.1428571,3.899,3.571,2750.321,3608.32,8180.32,460
1500,438.5142857,3.901,3.57,2774.353,3608.35,8216.35,459
1500,438.5142857,3.902,3.569,2780.478,3608.48,8180.48,458
1500,438.4285714,3.902,3.568,2774.383,3608.38,8180.38,457
1488,437.8285714,3.902,3.568,2768.32,3608.32,8144.32,456
1488,437.1428571,3.902,3.569,2762.352,3608.35,8144.35,455
1488,434.7428571,3.901,3.569,2756.316,3608.32,8144.32,454
1488,435.4285714,3.903,3.569,2756.32,3608.32,8144.32,453
1488,435.4285714,3.903,3.569,2762.352,3608.35,8144.35,452
1488,437.1428571,3.903,3.568,2756.32,3608.32,8180.32,451
1488,434.1428571,3.902,3.569,2750.25,3608.25,8144.25,450
1488,435.8571429,3.902,3.569,2744.219,3572.22,8180.22,449
1487.99,434.0491429,3.902,3.569,2738.227,3572.23,8144.23,448
1476,433.3714286,3.902,3.569,2738.485,3572.48,8108.48,447
1475.97,433.2891429,3.901,3.57,2732.328,3572.36,8144.33,446
1476,432.6857143,3.901,3.57,2722.759,3572.36,8180.36,445
1476,432,3.9,3.57,2715.512,3572.31,8108.31,444
1476,432,3.901,3.57,2708.328,3536.33,8108.33,443
1476,429.6,3.901,3.571,2702.219,3536.22,8108.22,442
1476,430.7142857,3.901,3.57,2702.344,3536.34,8144.34,441
1476,428.9142857,3.9,3.571,2696.354333,3536.34,8144.34,440
1464,429.4285714,3.9,3.572,2690.234,3536.23,8144.23,439
1449.59,435.602,3.89,3.875,2485,3416,8491.02,438
1440,400.8,3.889,3.577,3844.353,4672.35,10252.35,436
1464,405.2571429,3.906,3.608,2696.353,3500.35,8180.35,435
1464,408,3.909,3.602,2750.32,3572.32,8072.32,434
1464,409.2857143,3.911,3.6,2756.35,3572.35,8000.35,433
1464,409.3714286,3.912,3.6,2758.783,3572.38,8000.38,432
1464,407.5714286,3.912,3.599,2750.351,3572.35,8000.35,431
1452,406.9714286,3.912,3.599,2738.254,3536.25,7964.26,430
1452,406.2857143,3.912,3.599,2726.32,3536.32,7928.32,429
1428,396.9,3.907,3.6,2702.352,3500.35,7964.35,428
1416,392.2285714,3.906,3.604,2624.32,3428.32,7964.32,427
1416,391.5428571,3.905,3.606,2588.32,3392.32,7928.32,426
1404,390,3.906,3.607,2570.351,3392.35,7856.35,425
1404,388.4571429,3.905,3.607,2558.383,3356.38,7892.38,424
1404,387.7714286,3.905,3.607,2548.797429,3356.23,7892.23,423
1392,387.0857143,3.904,3.608,2534.328,3356.33,7856.33,422
1392,386.4,3.904,3.609,2522.359,3320.36,7880.52,421
1380,384.6,3.903,3.609,2504.344,3320.34,7856.34,420
1380,383.7,3.903,3.609,2486.344,3284.34,7856.34,419
1380,380.4,3.903,3.609,2474.344,3284.34,7820.34,418
1380,381.5,3.903,3.61,2456.344,3248.34,7820.34,417
1368,380.5714286,3.902,3.61,2450.313,3248.31,7856.31,416
1368,379.8857143,3.902,3.609,2438.36,3248.36,7784.36,415
1368,379.2,3.901,3.61,2432.235,3248.23,7784.23,414
1346.41,384,3.894,3.896,2205,3094.02,8274.02,413
1356,377.7,3.894,3.894,2168.406,3032.41,8072.41,412
1368,379.1876,3.9,3.614,2396.313,3212.31,7856.31,411
1368,380.1,3.902,3.61,2426.375,3212.38,7856.38,410
1368,378,3.901,3.611,2426.313,3212.31,7856.31,409
1366.28,378.3,3.901,3.61,2414.312,3212.31,7820.31,408
1356,377.4,3.901,3.612,2402.344,3212.34,7856.34,407
1356,375.6,3.9,3.611,2390.344,3212.34,7856.34,406
1344,374.688375,3.9,3.612,2378.312,3176.31,7784.31,405
1344,373.8,3.899,3.611,2366.375,3176.38,7784.38,404
1344,372.5,3.899,3.612,2354.344,3140.34,7820.34,403
1344,370,3.898,3.612,2348.375,3140.38,7784.38,402
1332,369.5,3.898,3.613,2336.344,3140.34,7748.34,401
1332,369,3.898,3.614,2330.375,3140.38,7712.38,400
1332,366.9,3.898,3.613,2322.598714,3104.31,7748.31,399
1320,366.8571429,3.896,3.614,2312.343,3104.34,7784.34,398
1320,365.1,3.897,3.614,2300.343,3104.34,7748.34,397
1320,365.7,3.895,3.615,2288.281,3068.28,7748.28,396
1308,363.9,3.894,3.615,2270.344,3068.34,7748.34,395
1316.06,361.5,3.894,3.616,2258.375,3032.38,7784.38,394
1308,363,3.894,3.616,2246.344,3032.34,7712.34,393
1308,363,3.893,3.617,2235.232143,3032.38,7748.38,392
1308,363,3.895,3.617,2234.25,3032.25,7784.25,391
1296,359.5,3.893,3.638,2234.406,3032.41,7712.41,390
1281.62,367.219,3.886,3.907,1981,2856,8155,389
1296,363.5,3.887,3.901,1973.975,2816.38,7964.38,388
1308,363.6,3.892,3.62,2216.25,2996.25,7856.25,387
1308,363,3.894,3.618,2228.375,3032.38,7748.38,386
1308,363,3.893,3.617,2240.25,3032.25,7748.25,385
1308,362.1,3.894,3.62,2234.25,3032.25,7748.25,384
1296,360,3.893,3.619,2222.375,2996.38,7784.38,383
1296,359.4,3.891,3.619,2210.375,2996.38,7748.38,382
1296,358,3.891,3.618,2198.188,2996.19,7748.19,381
1284,357.8666667,3.89,3.619,2186.375,2960.38,7743.44,380
1284,356.8,3.89,3.619,2178.597714,2960.31,7712.31,379
1284,354.9,3.89,3.62,2173.517857,2960.38,7712.38,378
1284,356,3.89,3.619,2168.375,2960.38,7712.38,377
1284,354,3.889,3.62,2162.312,2924.31,7676.31,376
1272,354,3.889,3.621,2156.375,2924.38,7604.38,375
1272,353.3333333,3.888,3.622,2147.740571,2924.31,7659.69,374
1272,354,3.888,3.621,2137.517857,2924.38,7640.38,373
1260,351.5,3.887,3.623,2127.169143,2924.31,7604.31,372
1260,350,3.885,3.622,2116.884429,2888.31,7604.31,371
1260,350.5,3.886,3.623,2106.598714,2888.31,7604.31,370
1260,349.3333333,3.886,3.624,2101.392857,2888.25,7604.25,369
1262.62,347.3333333,3.886,3.623,2096.25,2888.25,7604.25,368
1248,346.8,3.885,3.625,2091.107143,2852.25,7496.25,367
1251.62,344.6666667,3.883,3.625,2084.312,2852.31,7604.31,366
1238.38,355.187,3.88,3.912,1827,2695,8071,365
1260,349.3333333,3.883,3.905,1838.312,2672.31,7892.31,364
1248,348.3,3.882,3.627,2090.25,2852.25,7676.25,363
1260,348.5,3.884,3.627,2084.187,2852.19,7568.19,362
1260,349,3.886,3.626,2096.375,2888.38,7568.38,361
1260,347,3.886,3.625,2096.313,2888.31,7568.31,360
1248,348,3.886,3.625,2090.312,2852.31,7568.31,359
1248,346.5,3.886,3.627,2084.25,2852.25,7568.25,358
1248,348,3.886,3.626,2078.437,2852.44,7532.44,357
1248,346.6666667,3.886,3.626,2072.375,2852.38,7574,356
1248,345.5,3.885,3.627,2070.597714,2852.31,7568.31,355
1248,345.47675,3.885,3.626,2065.392857,2852.25,7532.25,354
1248,345.5,3.885,3.627,2065.517857,2816.38,7568.38,353
1248,345.5,3.886,3.627,2060.313,2816.31,7604.31,352
1248,343.5,3.886,3.627,2060.25,2816.25,7568.25,351
1248,345,3.885,3.627,2055.170143,2816.31,7568.31,350
1248,344.5,3.885,3.626,2055.170143,2816.31,7604.31,349
1236,344.6666667,3.884,3.626,2054.375,2816.38,7640.38,348
1236,343.5,3.883,3.627,2044.884429,2816.31,7532.31,347
1236,344.6666667,3.883,3.627,2044.884429,2816.31,7604.31,346
1236,343,3.882,3.626,2044.946429,2816.38,7640.38,345
1236,342,3.882,3.627,2042.25,2816.25,7604.25,344
1224,342,3.882,3.627,2029.455857,2780.31,7604.31,343
1224,339,3.88,3.629,2003.777,2780.31,7640.31,342
1212,349.219,3.876,3.914,1750,2611,8085,341
1224,343.2,3.869,3.59,3086.32,4220.32,11168.32,339
1224,339.3333333,3.871,3.645,1993.334857,2744.19,7928.19,338
1224,340.6666667,3.873,3.645,1994.354,2744.35,7748.35,337
1224,338.5,3.873,3.644,2003.780571,2744.35,7676.35,336
1224,340,3.874,3.644,2006.254,2780.25,7676.25,335
1224,339,3.874,3.643,2006.32,2780.32,7640.32,334
1224,339,3.874,3.642,2006.32,2744.32,7604.32,333
1224,339,3.873,3.643,2003.818571,2744.39,7640.39,332
1224,337.9896667,3.874,3.642,2000.383,2744.38,7640.38,331
1212,337.5,3.872,3.642,1993.494857,2744.35,7676.35,330
1212,337.5,3.872,3.643,1978.034286,2744.32,7640.32,329
1212,336,3.872,3.642,1972.891429,2708.32,7568.32,328
1212,336,3.872,3.642,1970.383,2708.38,7640.38,327
1212,334.4256,3.871,3.643,1970.352,2708.35,7532.35,326
1212,335,3.872,3.643,1958.32,2708.31,7604.31,325
1212,335.3333333,3.872,3.643,1958.359,2708.36,7608.52,324
1212,336.5,3.874,3.643,1958.281,2708.28,7532.28,323
1236,338,3.88,3.64,1978.058286,2744.34,7532.34,322
1236,339.3333333,3.882,3.637,2019.201143,2780.34,7604.34,321
1236,340,3.882,3.637,2029.501857,2780.36,7604.36,320
1236,341.3333333,3.882,3.636,2024.266,2780.27,7640.27,319
1236,338,3.883,3.636,2024.359,2780.36,7640.36,318
1236,339.3333333,3.883,3.635,2024.313,2780.31,7676.31,317
1233.59,350.406,3.879,3.912,1802.515,2660,8092,316
1236,342,3.877,3.906,1808.328,2636.33,8000.33,315
1224,338.6666667,3.878,3.636,2034.566714,2780.28,7712.28,314
1224,339,3.877,3.636,2024.344,2780.34,7640.34,313
1224,338,3.879,3.638,2014.058286,2780.34,7532.34,312
1224,338,3.879,3.637,2019.170143,2780.31,7604.31,311
1224,337.3333333,3.878,3.636,2014.026286,2780.31,7568.31,310
1220.81,336,3.878,3.637,1998.660714,2744.38,7604.38,309
1212,335.3333333,3.877,3.637,1988.219,2744.22,7532.22,308
1212,334.6666667,3.876,3.639,1972.915429,2708.34,7568.34,307
1212,335.3333333,3.877,3.659,1964.344,2708.34,7568.34,306
1200,332,3.875,3.638,1964.25,2708.25,7568.25,305
1188,330,3.871,3.639,1940.343,2672.34,7496.34,304
1176,327.2380952,3.869,3.642,1892.25,2636.25,7532.25,303
1176,328,3.868,3.643,1875.201143,2636.34,7496.34,302
1176,328,3.868,3.644,1868.312,2600.31,7496.31,301
1188,329.3333333,3.872,3.643,1880.312,2636.31,7496.31,300
1176,326,3.869,3.641,1898.344,2636.34,7496.34,299
1188,328,3.87,3.644,1874.375,2600.38,7532.38,298
1200,331.3333333,3.875,3.642,1904.344,2636.34,7532.34,297
1200,330,3.875,3.64,1926.535714,2672.25,7532.25,296
1200,330,3.876,3.641,1926.660714,2672.38,7532.38,295
1200,328.6666667,3.876,3.64,1926.628714,2672.34,7604.34,294
1200,328.6666667,3.876,3.661,1926.535714,2672.25,7568.25,293
1207.19,343.187,3.875,3.918,1673,2527,7875,291
1212,335.3333333,3.872,3.909,1730.375,2564.38,7964.38,290
1200,333,3.872,3.639,1972.821429,2708.25,7604.25,289
1200,330.2857143,3.873,3.64,1952.312,2708.31,7532.31,288
1200,331.3333333,3.873,3.64,1941.901286,2672.19,7532.19,287
1200,330.6666667,3.872,3.642,1931.740571,2672.31,7568.31,286
1188,330,3.873,3.641,1928.25,2672.25,7532.25,285
1188,328,3.871,3.643,1911.170143,2636.31,7532.31,284
1188,328.6666667,3.871,3.643,1895.803571,2636.38,7496.38,283
1176,326,3.869,3.643,1890.597714,2636.31,7532.31,282
1164,324,3.866,3.645,1859.740571,2600.31,7568.31,281
1164,324,3.867,3.646,1849.454857,2564.31,7532.31,280
1164,324.6666667,3.867,3.646,1838.312,2564.31,7532.31,279
1176,325.5238095,3.869,3.646,1844.5,2564.5,7568.5,278
1164,323.3333333,3.868,3.644,1868.375,2600.38,7568.38,277
1176,324,3.869,3.647,1844.375,2564.38,7496.38,276
1176,326.6666667,3.872,3.646,1856.313,2600.31,7496.31,275
1176,327.047619,3.873,3.643,1880.313,2636.31,7532.31,274
1176,325.3333333,3.873,3.643,1880.312,2636.31,7532.31,273
1176,327.3333333,3.873,3.643,1875.169143,2600.31,7532.31,272
1176,325.3333333,3.873,3.644,1880.312,2636.31,7532.31,271
1176,326.6666667,3.872,3.643,1880.313,2636.31,7568.31,270
1176,326,3.872,3.643,1880.438,2636.44,7523.12,269
1176,325.3333333,3.871,3.643,1880.313,2600.31,7496.31,268
1176,336,3.867,3.917,1631,2471,8106,267
1176,326,3.869,3.912,1634.312,2456.31,7928.31,266
1176,326.6666667,3.869,3.645,1885.455857,2636.31,7568.31,265
1176,325.3333333,3.869,3.645,1885.517857,2636.38,7532.38,264
1176,326,3.868,3.646,1875.232143,2600.38,7460.38,263
1181.31,326.6666667,3.869,3.647,1874.375,2600.38,7424.38,262
1176,324.3809524,3.867,3.645,1880.25,2600.25,7461.44,261
1164,323.3333333,3.866,3.646,1859.741571,2600.31,7460.31,260
1164,321.3333333,3.866,3.647,1849.455857,2600.31,7460.31,259
1152,319.3333333,3.864,3.647,1839.169143,2564.31,7460.31,258
1152,320,3.865,3.65,1818.598714,2528.31,7460.31,257
1152,318,3.861,3.65,1808.313,2528.31,7460.31,256
1152,319.3333333,3.862,3.651,1787.616571,2528.19,7460.19,255
1148.69,316.8,3.862,3.651,1792.884429,2528.31,7424.31,254
1152,319.2,3.864,3.654,1777.517857,2492.38,7460.38,253
1152,319.7142857,3.864,3.65,1808.25,2528.25,7496.25,252
1152,318.6666667,3.864,3.651,1803.232143,2528.38,7424.38,251
1165.06,320,3.867,3.651,1808.313,2528.31,7496.31,250
1164,322,3.868,3.649,1828.821429,2564.25,7496.25,249
1164,322,3.868,3.648,1834.089286,2564.38,7532.38,248
1164,322,3.867,3.648,1833.964286,2564.25,7496.25,247
1164,322,3.867,3.648,1839.241143,2564.38,7568.38,246
1163.94,320.5714286,3.867,3.647,1844.25,2564.25,7532.25,245
1164,323.3333333,3.867,3.648,1850.313,2564.31,7532.31,244
1161.62,331.2185,3.864,3.794,1589.375,2429,8015.31,243
1164,324,3.865,3.914,1592.125,2420.12,7964.12,242
1164,322.6666667,3.864,3.648,1849.517857,2564.38,7604.38,241
1164,322,3.864,3.65,1839.232143,2564.38,7496.38,240
1164,321.1428571,3.864,3.649,1844.25,2564.25,7496.25,239
1164,320,3.864,3.651,1839.357143,2564.5,7424.5,238
1152,318.2857143,3.862,3.65,1833.839286,2564.25,7460.12,237
1152,318.4,3.862,3.653,1813.517857,2528.38,7424.38,236
1152,317.6,3.862,3.653,1808.375,2528.38,7424.38,235
1140,317.5238095,3.862,3.654,1797.839286,2528.12,7496.12,234
1140,316,3.86,3.653,1787.928571,2492.5,7460.5,233
1128,314.8,3.858,3.656,1772.375,2492.38,7424.38,232
1128,313.5238095,3.857,3.657,1751.803571,2456.38,7424.38,231
1128,313.2,3.857,3.657,1746.660714,2456.38,7496.38,230
1164,324,3.858,3.656,1813.494857,2528.35,7208.35,226
1164,323.3333333,3.861,3.652,1864.923429,2600.35,7316.35,225
1164,321.3333333,3.86,3.652,1865.051429,2600.48,7424.48,224
1164,331.2,3.859,3.922,1575.008,2415.01,7980,223
1164,323.2380952,3.862,3.914,1598.289,2420.29,7964.29,222
1164,323.2,3.864,3.653,1856.258,2600.26,7604.26,221
1164,322.4,3.864,3.651,1854.567714,2564.28,7496.28,220
1164,320.6666667,3.863,3.651,1849.494857,2564.35,7536.96,219
1164,320.6666667,3.864,3.653,1839.115143,2564.26,7532.26,218
1164,319.8296667,3.864,3.653,1839.115143,2564.26,7532.25,217
1152,319.8095238,3.864,3.653,1839.216143,2564.36,7532.36,216
1152,317.3333333,3.862,3.652,1834.058286,2564.34,7460.34,215
1152,317.3333333,3.863,3.653,1823.818571,2528.39,7496.39,214
1140,315.8095238,3.86,3.653,1823.819571,2528.39,7532.39,213
1144.16,316,3.857,3.656,1787.740571,2492.31,7496.31,212
1128,313.3333333,3.855,3.657,1779.829857,2494.69,7426.69,211
1128,312,3.854,3.66,1746.504714,2456.22,7468.92,210
1128,312.7619048,3.854,3.66,1731.248143,2456.39,7388.39,209
1116,311.2,3.852,3.659,1751.771571,2456.34,7460.34,208
1116,309.5238095,3.852,3.661,1726.058286,2420.34,7424.34,207
1116,309.6,3.851,3.661,1710.519714,2420.23,7424.23,206
1116,309.1428571,3.851,3.663,1705.486857,2420.34,7460.34,205
1116,309.6,3.851,3.661,1705.470857,2420.33,7435.11,204
1116,309.3333333,3.85,3.662,1710.582714,2420.3,7449.31,203
1116.02,308.016,3.85,3.661,1705.407857,2420.27,7453.55,202
1104,308.9142857,3.85,3.663,1700.313,2384.31,7424.31,201
1104,308.4,3.849,3.663,1695.107143,2384.25,7352.25,200
1111.56,316.812,4.255,3.931,1407,2226,8029,199
1128,311.1428571,3.85,3.673,1720.922429,2420.35,7712.35,196
1128,312,3.854,3.668,1767.114143,2492.26,7532.26,195
1140,314,3.856,3.668,1787.779571,2492.35,7496.35,194
1140,315.3333333,3.857,3.666,1803.208143,2528.35,7532.35,193
1153.12,314.6666667,3.858,3.663,1814.352,2528.35,7496.35,192
